taxonomic_chain,nmol
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Solanum-Solanum xanthocarpum,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Colebrookea-Colebrookea oppositifolia,14
Fungi-Ascomycota-Dothideomycetes-Pleosporales-Lophiostomataceae-Lentistoma-Massarina bipolaris,14
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Astroloma-Astroloma humifusum,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Carthamus-Carthamus oxyacantha,14
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Styracaceae-Styrax-Styrax formosanus,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Bignoniaceae-Amphilophium-Amphilophium paniculatum,14
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Annonaceae-Ophrypetalum-Ophrypetalum odoratum,14
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Aspergillus-Aspergillus versicolor 125a,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Leucanthemum-Chrysanthemum vulgare,14
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Pteridaceae-Pteris-Pteris pulchra,14
Metazoa-Echinodermata-Ophiuroidea-Amphilepidida-Ophiodermatidae-Ophiarachna-Ophiarachna incrassata,14
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Asphodelaceae-Aloe-Aloe globuligemma,14
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Gentianaceae-Gentianella-Gentiana campestris,14
Pseudomonadati-Pseudomonadota-Alphaproteobacteria-Hyphomicrobiales-Nitrobacteraceae-Bradyrhizobium-Bradyrhizobium japonicum,14
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Primulaceae-Primula-Primula modesta,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Polydora-Polydora poskeana,14
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Aconitum-Aconitum chiisanense,14
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Gentianaceae-Gentiana-Gentiana bavarica,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Scrophulariaceae-Scrophularia-Scrophularia ilwensis,14
Bacillati-Cyanobacteriota-Cyanophyceae-Coleofasciculales-Coleofasciculaceae-Caldora-Caldora penicillata,14
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Magnoliaceae-Magnolia-Magnolia sinica,14
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces flavogriseus,14
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Moraceae-Dorstenia-Dorstenia contrajerva,14
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Pteridaceae-Argyrochosma-Argyrochosma nivea,14
Fungi-Basidiomycota-Agaricomycetes-Polyporales-Fomitopsidaceae-Rhodofomitopsis-Rhodofomitopsis feei,14
Metazoa-Cnidaria-Anthozoa-Malacalcyonacea-Gorgoniidae-Antillogorgia-Pterogorgia bipinnata,14
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Gentianaceae-Gentiana-Gentiana acaulis,14
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Annonaceae-Huberantha-Hubera pendula,14
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Heracleum-Heracleum mantegazzianum,14
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Lupinus-Lupinus andersonii,14
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Rosa-Rosa hybrida,14
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Aspergillus-Aspergillus flavus var. oryzae,14
Viridiplantae-Streptophyta-Marchantiopsida-Marchantiales-Marchantiaceae-Marchantia-Marchantia quadrata,14
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Physenaceae-Physena-Physena madagascariensis,14
Viridiplantae-Streptophyta-Magnoliopsida-Myrtales-Myrtaceae-Syzygium-Syzygium claviflorum,14
Viridiplantae-Streptophyta-Magnoliopsida-Saxifragales-Crassulaceae-Sedum-Sedum sexangulare,14
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Pteridaceae-Adiantum-Adiantum venustum,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Helianthus-Helianthus hirsutus,14
Viridiplantae-Streptophyta-Lycopodiopsida-Selaginellales-Selaginellaceae-Selaginella-Selaginella willdenowii,14
Bacillati-Cyanobacteriota-Cyanophyceae-Oscillatoriales-Microcoleaceae-Blennothrix-Blennothrix cantharidosma,14
Viridiplantae-Streptophyta-Jungermanniopsida-Porellales-Radulaceae-Radula-Radula voluta,14
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Blechnaceae-Blechnopsis-Blechnopsis orientalis,14
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Papaveraceae-Dicentra-Dicentra peregrina,14
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Tamaricaceae-Myricaria-myricaria bracteata,14
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces gougerotii,14
Viridiplantae-Streptophyta-Magnoliopsida-Geraniales-Francoaceae-Greyia-Greyia flanaganii,14
Viridiplantae-Streptophyta-Magnoliopsida-Laurales-Lauraceae-Persea-Persea lingue,14
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Sanguisorba-Sanguisorba minor,14
Pseudomonadati-Pseudomonadota-Alphaproteobacteria-Sphingomonadales-Erythrobacteraceae-Erythrobacter-Erythrobacter longus,14
nan-Rhodophyta-Bangiophyceae-Bangiales-Bangiaceae-Pyropia-Pyropia perforata,13
Viridiplantae-Streptophyta-Pinopsida-Pinales-Pinaceae-Abies-Abies koreana,13
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Carapichea-Cephaelis ipecacuanha,13
Viridiplantae-Streptophyta-Polypodiopsida-Salviniales-Marsileaceae-Pilularia-Pilularia globulifera,13
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Gesneriaceae-Lysionotus-Lysionotus pauciflorus,13
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Pyrola-Pyrola chlorantha,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Cirsium-Cirsium nipponicum,13
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Cyperaceae-Cyperus-Cyperus distans,13
Pseudomonadati-Pseudomonadota-Alphaproteobacteria-Hyphomicrobiales-Blastochloridaceae-Blastochloris-Rhodopseudomonas viridis,13
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Chenopodiaceae-Suckleya-Suckleya suckleyana,13
Viridiplantae-Streptophyta-Magnoliopsida-Boraginales-Heliotropiaceae-Heliotropium-Heliotropium sinuatum,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Melampodium-Melampodium pilosum,13
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Kitasatospora-Streptomyces mediocidicus,13
Viridiplantae-Streptophyta-Lycopodiopsida-Lycopodiales-Lycopodiaceae-Palhinhaea-lycopodiella cernua,13
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Cyperaceae-Cyperus-Cyperus leptocarpus,13
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Orchidaceae-Dendrobium-Dendrobium tosaense,13
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Spiraea-Spiraea hypericifolia,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Senecio-Senecio sarracenicus,13
Viridiplantae-Streptophyta-Magnoliopsida-Laurales-Lauraceae-Dehaasia-Dehaasia hainanensis,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Centaurea-Centaurea tougourensis,13
Fungi-Basidiomycota-Agaricomycetes-Hymenochaetales-Hymenochaetaceae-Phellinus-Phylloporia ribis,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Campanulaceae-Lobelia-Lobelia siphilitica,13
Fungi-Ascomycota-Dothideomycetes-Pleosporales-Lophiostomataceae-Lentistoma-Lophiostoma bipolare BCC25910,13
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Araliaceae-Trevesia-Trevesia palmata,13
Metazoa-Mollusca-Bivalvia-Venerida-Veneridae-Ruditapes-Ruditapes philippinarum,13
nan-Bacillariophyta-Coscinodiscophyceae-Thalassiosirales-Thalassiosiraceae-Thalassiosira-Thalassiosira pseudonana,13
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Nicotiana-Nicotiana longiflora,13
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Cassia-Cassia abbreviata,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Artemisia-Artemisia molinieri,13
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Aspleniaceae-Asplenium-Asplenium trichomanes,13
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Cicer-Cicer macracanthum,13
Metazoa-Chordata-Mammalia-Artiodactyla-Delphinidae-Delphinus-Delphinus delphis,13
Viridiplantae-Streptophyta-Magnoliopsida-Malvales-Malvaceae-Gossypium-Gossypium arboreum,13
Bacillati-Actinomycetota-Actinomycetes-Micromonosporales-Micromonosporaceae-Salinispora-Salinispora arenicola CNS-205,13
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Phlomis-Phlomis linearis,13
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Witheringia-Witheringia solanacea,13
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Clusiaceae-Garcinia-Tripetalum cymosum,13
Fungi-Ascomycota-Lecanoromycetes-Lecanorales-Parmeliaceae-Xanthoparmelia-Parmelia verrucigera,13
Pseudomonadati-Pseudomonadota-Alphaproteobacteria-Rhodobacterales-Roseobacteraceae-Phaeobacter-Phaeobacter inhibens,13
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Stenostomum-Stenostomum acreanum,13
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Rhododendron-Ledum palustre,13
Fungi-Ascomycota-Dothideomycetes-Mycosphaerellales-Mycosphaerellaceae-Ramularia-Ramularia collo-cygni,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Simsia-Simsia dombeyana,13
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Senna-Cassia didymobotrya,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Baltimora-Baltimora recta,13
Fungi-Ascomycota-Schizosaccharomycetes-Schizosaccharomycetales-Schizosaccharomycetaceae-Schizosaccharomyces-Schizosaccharomyces pombe,13
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Oleaceae-Fraxinus-Fraxinus griffithii,13
Bacillati-Actinomycetota-Actinomycetes-Micrococcales-Micrococcaceae-Kocuria-Micrococcus roseus,13
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Solanum-solanum betaceum,13
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Polygonaceae-Muehlenbeckia-Muehlenbeckia platyclada,13
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Veronicastrum-Veronicastrum virginicum,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Senecio-Senecio suaveolens,13
Viridiplantae-Streptophyta-Magnoliopsida-Malvales-Cistaceae-Cistus-Cistus albanicus,13
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Rutaceae-Vepris-Toddaliopsis bremekampii,13
Viridiplantae-Streptophyta-Magnoliopsida-Geraniales-Geraniaceae-Pelargonium-Pelargonium capitatum,13
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Droseraceae-Drosera-Drosera spatulata,13
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Polygonaceae-Persicaria-Persicaria filiformis,13
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Aspergillus-Aspergillus westerdijkiae DFFSCS013,13
Fungi-Basidiomycota-Agaricomycetes-Agaricales-Mycenaceae-Mycena-Mycena galopus,13
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Neltuma-Prosopis alba,13
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Acacia-Acacia elata,13
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Astragalus-Astragalus monspessulanus,13
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Pimpinella-Pimpinella nudicaulis,13
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Rutaceae-Zanthoxylum-Zanthoxylum capense,13
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Cyclospermum-Cyclospermum leptophyllum,13
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Fagaceae-Quercus-Quercus faginea,13
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Papaveraceae-Corydalis-Corydalis cheilanthifolia,13
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Apocynaceae-Voacanga-Voacanga thouarsii,13
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Enterobacterales-Pectobacteriaceae-Dickeya-Dickeya zeae,13
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Anacardiaceae-Choerospondias-Choerospondias axillaris,13
Viridiplantae-Streptophyta-Magnoliopsida-Boraginales-Ehretiaceae-Ehretia-Ehretia microphylla,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Taraxacum-Taraxacum erythrospermum,13
Viridiplantae-Streptophyta-Magnoliopsida-Cucurbitales-Coriariaceae-Coriaria-Coriaria nepalensis,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Helichrysum-Helichrysum dasyanthum,13
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Rosa-Rosa cymosa,13
Viridiplantae-Streptophyta-Magnoliopsida-Myrtales-Myrtaceae-Eucalyptus-Eucalyptus torquata,13
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Cyperaceae-Carex-Carex fraseriana,13
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces sanyensis,13
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Annonaceae-Polyalthia-Polyalthia suberosa,13
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Alchemilla-Alchemilla xanthochlora,13
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Papaveraceae-Corydalis-Corydalis ambigua,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Oedera-Oedera acerosa,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Pertya-Pertya glabrescens,13
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Lecythidaceae-Careya-Careya arborea,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Lonas-Lonas annua,13
Viridiplantae-Streptophyta-Magnoliopsida-Cornales-Cornaceae-Cornus-Cornus canadensis,13
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Annonaceae-Monanthotaxis-Monanthotaxis buchananii,13
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Vibrionales-Vibrionaceae-Vibrio-Vibrio harveyi,13
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Annonaceae-Artabotrys-Artabotrys monteiroae,13
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Fordia-Fordia cauliflora,13
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces asterosporus,13
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Pteridaceae-Adiantum-Adiantum philippense,13
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Polypodiaceae-Pyrrosia-Pyrrosia serpens,13
Viridiplantae-Streptophyta-Magnoliopsida-Saxifragales-Saxifragaceae-Rodgersia-Rodgersia aesculifolia,13
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rhamnaceae-Ceanothus-Ceanothus papillosus,13
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Amaryllidaceae-Narcissus-Narcissus triandrus,13
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Trifolium-Trifolium aureum,13
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Primulaceae-Stylogyne-Stylogyne turbacensis,13
Fungi-Basidiomycota-Agaricomycetes-Hymenochaetales-Hymenochaetaceae-Fuscoporia-Fuscoporia torulosa,13
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces flavovirens,13
Viridiplantae-Streptophyta-Pinopsida-Araucariales-Araucariaceae-Araucaria-Araucaria heterophylla,13
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Ranunculus-Ranunculus serbicus,13
Bacillati-Actinomycetota-Actinomycetes-Pseudonocardiales-Pseudonocardiaceae-Amycolatopsis-Amycolatopsis tolypomycina,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Leontodon-Leontodon tuberosus,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Tanacetum-Tanacetum boreale,13
nan-nan-Phaeophyceae-Fucales-Fucaceae-Pelvetia-Pelvetia canaliculata,13
Viridiplantae-Streptophyta-Gnetopsida-Ephedrales-Ephedraceae-Ephedra-Ephedra minuta,13
Viridiplantae-Streptophyta-Magnoliopsida-Alismatales-Hydrocharitaceae-Halophila-Halophila stipulacea,13
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Meliaceae-Didymocheton-Dysoxylum gaudichaudianum,13
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Myrocarpus-Myrocarpus frondosus,13
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Asphodelaceae-Phormium-Phormium tenax,13
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Delphinium-Delphinium venulosum,13
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Rhododendron-Rhododendron adamsii,13
Viridiplantae-Streptophyta-Magnoliopsida-Brassicales-Brassicaceae-Diplotaxis-Diplotaxis erucoides,13
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Trichocomaceae-Talaromyces-Penicillium islandicum,13
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Berberidaceae-Berberis-Mahonia japonica,13
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Nothofagaceae-Nothofagus-Nothofagus dombeyi,13
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Pieris-Andromeda japonica,13
Viridiplantae-Streptophyta-Jungermanniopsida-Porellales-Lejeuneaceae-Bryopteris-Bryopteris filicina,13
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Asparagaceae-Yucca-Yucca filifera,13
Metazoa-Chordata-Mammalia-Artiodactyla-Physeteridae-Physeter-Physeter macrocephalus,13
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Cyperaceae-Carex-Carex nigra,13
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Annonaceae-Annickia-Annickia polycarpa,13
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Annonaceae-Miliusa-Miliusa horsfieldii,13
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Galium-Asperula odorata,13
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Globularia-Globularia cordifolia,13
Viridiplantae-Streptophyta-Marchantiopsida-Marchantiales-Conocephalaceae-Conocephalum-Conocephalum supradecompositum,13
Viridiplantae-Streptophyta-Sphagnopsida-Sphagnales-Sphagnaceae-Sphagnum-Sphagnum palustre,13
Bacillati-Actinomycetota-Actinomycetes-Mycobacteriales-Mycobacteriaceae-Mycolicibacterium-Mycobacterium phlei,13
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Taxaceae-Taxus-japanese yew,13
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Apocynaceae-Petchia-Petchia ceylanica,13
Fungi-Basidiomycota-Agaricomycetes-Agaricales-Lycoperdaceae-Apioperdon-Lycoperdon pyriforme,13
Methanobacteriati-Methanobacteriota-Methanobacteria-Methanobacteriales-Methanobacteriaceae-Methanobrevibacter-Methanobrevibacter arboriphilus,13
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Penicillium-Penicillium decumbens,13
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Quillajaceae-Quillaja-Quillaja saponaria,13
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Blandfordiaceae-Blandfordia-Blandfordia punicea,13
Metazoa-Arthropoda-Insecta-Coleoptera-Tenebrionidae-Tribolium-Tribolium castaneum,13
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Asphodelaceae-Aloe-Aloe calidophila,13
Metazoa-Chordata-Actinopteri-Tetraodontiformes-Tetraodontidae-Takifugu-Takifugu niphobles,13
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Phlomis-Phlomis samia,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Inezia-Inezia integrifolia,13
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Pteridaceae-Hemionitis-Cheilanthes farinosa,13
Bacillati-Cyanobacteriota-Cyanophyceae-Oscillatoriales-Microcoleaceae-Microcoleus-Microcoleus amoenus,13
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Nierembergia-Nierembergia aristata,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Haplocarpha-Haplocarpha scaposa,13
Viridiplantae-Streptophyta-Magnoliopsida-Aquifoliales-Aquifoliaceae-Ilex-Ilex pseudobuxus,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Deinandra-Deinandra lobbii,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Helianthus-Helianthus grosseserratus,13
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Erica-Erica manipuliflora,13
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Delairea-Senecio mikanioides,13
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lentibulariaceae-Pinguicula-Pinguicula moranensis,13
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Phyllanthaceae-Breynia-Sauropus quadrangularis,13
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Senegalia-Acacia mellifera,13
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Aspergillus-Aspergillus caelatus,13
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Penicillium-Penicillium italicum,13
Bacillati-Actinomycetota-Actinomycetes-Micromonosporales-Micromonosporaceae-Micromonospora-Micromonospora carbonacea,13
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Aspergillus-Aspergillus calidoustus,13
Metazoa-Chordata-Ascidiacea-Aplousobranchia-Clavelinidae-Clavelina-Clavelina lepadiformis,13
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Clematis-Clematis manshurica,13
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Linaria-Linaria macroura,13
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces resistomycificus,13
Viridiplantae-Streptophyta-Magnoliopsida-Brassicales-Akaniaceae-Bretschneidera-Bretschneidera sinensis,13
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Lotus-Lotus creticus,13
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Bromeliaceae-Bromelia-Bromelia plumieri,13
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Sorbus-Sorbus decora,13
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Nicandra-Nicandra physalodes,13
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Dryopteridaceae-Dryopteris-Dryopteris assimilis,13
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Pittosporaceae-Pittosporum-Pittosporum illicioides,13
Viridiplantae-Streptophyta-Magnoliopsida-Arecales-Arecaceae-Rhapis-Rhapis excelsa,13
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Conioselinum-Conioselinum vaginatum,13
